r100028,r296741
r917715,r189552
r917759,r466846
r917863,r832697
r917949,r621388
r917972,r843568
r918138,r851848
r918250,r131709
r918360,r307331
r918380,r797131
r918420,r291376
r918489,r633391
r918558,r348978
r918783,r245284
r919006,r216063
r919016,r878430
r919284,r251680
r919292,r680209
r919427,r114698
r919463,r725931
r919566,r497775
r919720,r387022
r919720,r850860
r919803,r139954
r919810,r317521
r919994,r567014
r920042,r232343
r920306,r562159
r920379,r326798
r920465,r843128
r920519,r634154
r920617,r822439
r920673,r556098
r920709,r309297
r920767,r396434
r921052,r906571
r921185,r874630
r921220,r166557
r921220,r412648
r921416,r387375
r921474,r394982
r921476,r878391
r921481,r758375
r921516,r500604
r921610,r219144
r921627,r781718
r921699,r353611
r921833,r686896
r921874,r108556
r921924,r956680
r922002,r582120
r922011,r466623
r922076,r762445
r922315,r875974
r922667,r373174
r922717,r592963
r922799,r587161
r922985,r235775
r923050,r191661
r923083,r740738
r923121,r455898
r923487,r613535
r923543,r999639
r923657,r590082
r923697,r821356
r923822,r587873
r923932,r979458
r923953,r498229
r923973,r237515
r924068,r383060
r924212,r936163
r924288,r749990
r924384,r353105
r924594,r168562
r924676,r880873
r924692,r540762
r924799,r654528
r924827,r616427
r924847,r363940
r924892,r894889
r925042,r397133
r925162,r664079
r925174,r771064
r925207,r773505
r925259,r549983
r925591,r599395
r925870,r889104
r925933,r427327
r926084,r221889
r926117,r102915
r926180,r913987
r926254,r480367
r926269,r905677
r926348,r683880
r926475,r718224
r926517,r247856
r926650,r596530
r926765,r485175
r926775,r152998
r926998,r291206
r926998,r941025
r927000,r228230
r927006,r507122
r927012,r669454
r927052,r151511
r927067,r223046
r927087,r669237
r927286,r549356
r927423,r747876
r927465,r422690
r927649,r770866
r927650,r350538
r927689,r589548
r927812,r598537
r927813,r710203
r928114,r897165
r928148,r514370
r928148,r673452
r928154,r216547
r928199,r565467
r928212,r663515
r928236,r619784
r928304,r651213
r928527,r558866
r928759,r746466
r928773,r856605
r928822,r755151
r928943,r193215
r928943,r979136
r929065,r646505
r929164,r683148
r929398,r296277
r929649,r974575
r929697,r596584
r929775,r271700
r929893,r124343
r929985,r782754
r930228,r646959
r930240,r886256
r930288,r656253
r930429,r893012
r930556,r298076
r930617,r898160
r930836,r607110
r930850,r551908
r931014,r913068
r931193,r711148
r931287,r495501
r931326,r597726
r931604,r864777
r931631,r910983
r932095,r696617
r932222,r340331
r932233,r703843
r932426,r421485
r932511,r382462
r932524,r290493
r932552,r641359
r932615,r823793
r932640,r982844
r932684,r482407
r932701,r664346
r933011,r435856
r933212,r646044
r933260,r549232
r933364,r720964
r933416,r272068
r933497,r610069
r933517,r706110
r933564,r471555
r933714,r680008
r933730,r425541
r933798,r711104
r934073,r570559
r934174,r296152
r934288,r499824
r934329,r884456
r934351,r326572
r934402,r538884
r934601,r990227
r934730,r789795
r934783,r629820
r934833,r635585
r934838,r407216
r934934,r172034
r934937,r298680
r935019,r197506
r935092,r513095
r935096,r556649
r935128,r398947
r935157,r830484
r935284,r653087
r935457,r282908
r935544,r887928
r935608,r431683
r935804,r759903
r935863,r645436
r935905,r135587
r935916,r656809
r936016,r269401
r936131,r631910
r936135,r653148
r936171,r628005
r936180,r792522
r936300,r821525
r936313,r578708
r936386,r234319
r936412,r172543
r936437,r243778
r936460,r285120
r936739,r327882
r936785,r538086
r936801,r338203
r936867,r177595
r936912,r970656
r936934,r130316
r936976,r604752
r937089,r959159
r937109,r565554
r937296,r658809
r937358,r552209
r937358,r560677
r937390,r114775
r937509,r480163
r937555,r390327
r937598,r238835
r937621,r764642
r937769,r516908
r937895,r297120
r938026,r199840
r938165,r910709
r938492,r831180
r938555,r138946
r938580,r182884
r938580,r362226
r938600,r494595
r938733,r504973
r938776,r753861
r938906,r261095
r938970,r328666
r938980,r407383
r939044,r248404
r939259,r111400
r939266,r146836
r939363,r477721
r939368,r962807
r939474,r875971
r939568,r323382
r939606,r410335
r939710,r788450
r939819,r289064
r940017,r909372
r940132,r736625
r940151,r112412
r940192,r538768
r940195,r618900
r940250,r840624
r940539,r318124
r940551,r888744
r940643,r359389
r940655,r739540
r940900,r678517
r940943,r776144
r940992,r468458
r941142,r662689
r941333,r146585
r941341,r147515
r941701,r349422
r941715,r146233
r941729,r557153
r941757,r744876
r941933,r617393
r941975,r676747
r941979,r882182
r942111,r195620
r942217,r832210
r942256,r761784
r942329,r684383
r942371,r165246
r942410,r936305
r942593,r911913
r942707,r332096
r942713,r576064
r942783,r776145
r942804,r451053
r942896,r579159
r942989,r567851
r943074,r600221
r943212,r981181
r943223,r444856
r943238,r538219
r943491,r827248
r943539,r994182
r943591,r146993
r943624,r325288
r943660,r779918
r943735,r110504
r943740,r575875
r943740,r684034
r943816,r225564
r943893,r830784
r944216,r870190
r944280,r527578
r944333,r976628
r944395,r885985
r944405,r575422
r944412,r368783
r944481,r535645
r944804,r787811
r944844,r636416
r945334,r210856
r945423,r817283
r945520,r615661
r945704,r443561
r945833,r364689
r945843,r626127
r945922,r341700
r945963,r413357
r946028,r345487
r946079,r617151
r946096,r420745
r946104,r708605
r946150,r186276
r946235,r372890
r946337,r476056
r946437,r825416
r946456,r857480
r946481,r215913
r946543,r820485
r946582,r543207
r946633,r506375
r946758,r432964
r946827,r891644
r946889,r660215
r946949,r697418
r947287,r154317
r947389,r466519
r947459,r252250
r947606,r254562
r947772,r970077
r948305,r766076
r948309,r727923
r948425,r106281
r948430,r274006
r948515,r625135
r948544,r169104
r948657,r146728
r948722,r883077
r948776,r298075
r948905,r282127
r948919,r761693
r949166,r823357
r949253,r572142
r949396,r698774
r949466,r740361
r949501,r131516
r949501,r320344
r949501,r878927
r949519,r598799
r949560,r180166
r949884,r264624
r949998,r693499
r950003,r155286
r950044,r543217
r950250,r168098
r950265,r916708
r950313,r382951
r950345,r921480
r950354,r544046
r950604,r345612
r950620,r187193
r950712,r697263
r950774,r602217
r950807,r121778
r950874,r802583
r950900,r515913
r951171,r233620
r951291,r332305
r951721,r318539
r951835,r599496
r951835,r774529
r951836,r947965
r951941,r219761
r952152,r779438
r952220,r546408
r952252,r436448
r952278,r771060
r952305,r124938
r952420,r366720
r952443,r868624
r952461,r649411
r952553,r579644
r952764,r652038
r952835,r399403
r952989,r589946
r953166,r752236
r953328,r510757
r953345,r409682
r953360,r561345
r953377,r827279
r953399,r240199
r953432,r198491
r953455,r171440
r953614,r628778
r953697,r698406
r953796,r162779
r953924,r375329
r953926,r259333
r953968,r126972
r954155,r413063
r954162,r984325
r954207,r100852
r954395,r725290
r954407,r880741
r954537,r776428
r954812,r595983
r954888,r751941
r954914,r961344
r954986,r826520
r955086,r161137
r955381,r752386
r955452,r385970
r955543,r687742
r955553,r843850
r955626,r134732
r955809,r599404
r955842,r841327
r955848,r307710
r955917,r824870
r956097,r785809
r956099,r184745
r956381,r327838
r956557,r619885
r956559,r944517
r956560,r365496
r956574,r488345
r956599,r781646
r956630,r204269
r956655,r227997
r956685,r660395
r956706,r348704
r956728,r425340
r956805,r815641
r956813,r637854
r956815,r474460
r956917,r225419
r956956,r224345
r956990,r851076
r957048,r848516
r957057,r744012
r957093,r458534
r957153,r853075
r957154,r649714
r957224,r696806
r957295,r606766
r957430,r107535
r957484,r516854
r957509,r237666
r957532,r991450
r957801,r560716
r957817,r794632
r957880,r525364
r957940,r781487
r957999,r214176
r958022,r448055
r958176,r445927
r958315,r879897
r958447,r372768
r958487,r938312
r958543,r267308
r958692,r658304
r958712,r650653
r958741,r123871
r958742,r632263
r958764,r889499
r958775,r953063
r959119,r424004
r959345,r789914
r959399,r191391
r959431,r281021
r959469,r299746
r959611,r563304
r959661,r801593
r959752,r736468
r959774,r855294
r960003,r862398
r960219,r171448
r960219,r972897
r960408,r910286
r960452,r463570
r960462,r149355
r960496,r419040
r960586,r425206
r960609,r826445
r960609,r962337
r960667,r611577
r960798,r122599
r960887,r107245
r960967,r311446
r961028,r580524
r961078,r996696
r961281,r113289
r961293,r876842
r961384,r356005
r961407,r193476
r961439,r130842
r961586,r156543
r961617,r724731
r961673,r719194
r961682,r947001
r961754,r697010
r961993,r611277
r962080,r744392
r962111,r647810
r962140,r279322
r962273,r271029
r962289,r460146
r962631,r765348
r962654,r985438
r962662,r665899
r962695,r905588
r962711,r248455
r962753,r404479
r962774,r268060
r962774,r287386
r962861,r321995
r962875,r498077
r962881,r244428
r962931,r517634
r962946,r429790
r963314,r856959
r963464,r140658
r963521,r340372
r963532,r699594
r963741,r594859
r963770,r985417
r963832,r915505
r963898,r763635
r964077,r622459
r964400,r916721
r964554,r111344
r964555,r896193
r964625,r257861
r964775,r489972
r964912,r546088
r964992,r181384
r965061,r532152
r965143,r454192
r965239,r792615
r965326,r668411
r965397,r671011
r965440,r886884
r965719,r259059
r965785,r905675
r965936,r999941
r966038,r892901
r966221,r339159
r966527,r822008
r966643,r337085
r966832,r893817
r966843,r653828
r967015,r742161
r967057,r513236
r967258,r837448
r967338,r397060
r967397,r142270
r967511,r397218
r967591,r553814
r967621,r798124
r967627,r969302
r967737,r702329
r967799,r887151
r967911,r934806
r968070,r149545
r968268,r493179
r968340,r288549
r968378,r716980
r968461,r388918
r968477,r987920
r968554,r280849
r969015,r941274
r969029,r127907
r969071,r560000
r969150,r378526
r969374,r301097
r969425,r614291
r969525,r953173
r969673,r961185
r969675,r677618
r969826,r855822
r969855,r629182
r970030,r782931
r970228,r353647
r970346,r774216
r970373,r119570
r970501,r451887
r970578,r929365
r970612,r331986
r970689,r436556
r971224,r269991
r971248,r113957
r971274,r812446
r971671,r710343
r971732,r254937
r971836,r741417
r971866,r857514
r971880,r109975
r972099,r354856
r972202,r536126
r972302,r973480
r972322,r736419
r972383,r288614
r972383,r718801
r972535,r738471
r972696,r593159
r972711,r983847
r972797,r559072
r972884,r205907
r972949,r598090
r973004,r297786
r973122,r247688
r973175,r181606
r973194,r511550
r973293,r201963
r973374,r917422
r973446,r231362
r973661,r906725
r973680,r270941
r973708,r351186
r973718,r331755
r973861,r355670
r973913,r644532
r974142,r229065
r974248,r769126
r974465,r698462
r974532,r759238
r974689,r832264
r974921,r726901
r974929,r563485
r974985,r272447
r975057,r292241
r975110,r615164
r975251,r637529
r975253,r543088
r975488,r479261
r975839,r619893
r975958,r210639
r976023,r699125
r976456,r703117
r976500,r829940
r976505,r240836
r976537,r930020
r976811,r866728
r976892,r700394
r976921,r456248
r977076,r996905
r977089,r769423
r977168,r267215
r977282,r799499
r977341,r572701
r977364,r300115
r977369,r758137
r977383,r219685
r977666,r351861
r977758,r140706
r977758,r713758
r977855,r765599
r977947,r971357
r977978,r754790
r978048,r207949
r978051,r927616
r978134,r849347
r978220,r785738
r978356,r398060
r978430,r727400
r978588,r388331
r978815,r694098
r978948,r900882
r979131,r618869
r979354,r780409
r979417,r637864
r979508,r767901
r979893,r171364
r979901,r287584
r979941,r217289
r979979,r457243
r980100,r972650
r980116,r401519
r980121,r216276
r980176,r790097
r980246,r498281
r980357,r715534
r980540,r877442
r980599,r367659
r980634,r956443
r980901,r564247
r981133,r981765
r981220,r178114
r981289,r489925
r981622,r582045
r981655,r137198
r981709,r395519
r981754,r133210
r981846,r430575
r981931,r609673
r981971,r703804
r982154,r453121
r982203,r101070
r982373,r662963
r982579,r377619
r982589,r944774
r982690,r951423
r982841,r716986
r982935,r780612
r982953,r383813
r982984,r494492
r983095,r730624
r983178,r492824
r983240,r904928
r983378,r236566
r983412,r450132
r983597,r427731
r983727,r892001
r983873,r869462
r983882,r832318
r984139,r111576
r984231,r748640
r984266,r620485
r984280,r946666
r984460,r446415
r984676,r640761
r984730,r354573
r984775,r205968
r984865,r991983
r984990,r576021
r985139,r159519
r985203,r739206
r985233,r716809
r985322,r689876
r985501,r478488
r985601,r432662
r985661,r618416
r985710,r720432
r985819,r170631
r985884,r464566
r985909,r350986
r985913,r999828
r985959,r150079
r986010,r823152
r986025,r717532
r986170,r948280
r986173,r650709
r986259,r734723
r986367,r575775
r986448,r102059
r986448,r680643
r986560,r998258
r986810,r341823
r986909,r975874
r986994,r654554
r987142,r365035
r987216,r835885
r987288,r312933
r987325,r892288
r987353,r723734
r987394,r525719
r987475,r523682
r987563,r734551
r987661,r541322
r987675,r175374
r987856,r921006
r987873,r726172
r988016,r684090
r988035,r787307
r988043,r922756
r988153,r168877
r988167,r215673
r988217,r320118
r988288,r278594
r988319,r368250
r988372,r456772
r988396,r666928
r988527,r698644
r988765,r291605
r988774,r428821
r988786,r765114
r988840,r677417
r988841,r329456
r988945,r708650
r989019,r179814
r989030,r567853
r989178,r209742
r989238,r105338
r989353,r393956
r989648,r302259
r989727,r681038
r989729,r584708
r989778,r312918
r989784,r321565
r989814,r312677
r990010,r278581
r990028,r718325
r990471,r718011
r990495,r120458
r990528,r305761
r990604,r829866
r990696,r939074
r990874,r591760
r990876,r794099
r990980,r135620
r991164,r274709
r991198,r886707
r991258,r545402
r991284,r642636
r991480,r206184
r991485,r990264
r991548,r419325
r991824,r197763
r991824,r798851
r991855,r252212
r991968,r995173
r992039,r369480
r992081,r199704
r992096,r689475
r992280,r256521
r992407,r981992
r992472,r429053
r992518,r629125
r992845,r400218
r992886,r494974
r992886,r937720
r993081,r803797
r993181,r406863
r993188,r175246
r993265,r177920
r993336,r879775
r993413,r374079
r993471,r441310
r993501,r168984
r993534,r904784
r993539,r136316
r993585,r448452
r993637,r282965
r993783,r531042
r993801,r341505
r993861,r303766
r993870,r751838
r993903,r275904
r993912,r215000
r993933,r935402
r994032,r322107
r994059,r600648
r994536,r693870
r994679,r836795
r994822,r224716
r994999,r380958
r995040,r872063
r995245,r466564
r995248,r624544
r995382,r342266
r995673,r133908
r995709,r351169
r996003,r812653
r996238,r774834
r996276,r991241
r996327,r847152
r996466,r271252
r996661,r152583
r996661,r650975
r996686,r776878
r996800,r963248
r996857,r249267
r996877,r166622
r996923,r774243
r997175,r742578
r997253,r741606
r997280,r139586
r997298,r237087
r997311,r488871
r997423,r931257
r997472,r647356
r997494,r600153
r997609,r597844
r997660,r853305
r997684,r413486
r997695,r560230
r997711,r752876
r997848,r650361
r997853,r829505
r997871,r605392
r998104,r821326
r998569,r139744
r998569,r900606
r998632,r369085
r998669,r509119
r998739,r184565
r998862,r953657
r998987,r186103
r999117,r176993
r999292,r679551
